id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1687386638324	3644839;Negative 2B;source+target_gendered_noun;multi;0 AGMEs	A vőfélynek el kell majd mennie az állomásra a vőlegényért.			The best man will have to go to the station to pick up the groom.		The best man will have to go to the station to pick up the groom.	
1687386703667	3645282;Negative 2B;source+target_gendered_noun;multi;0 AGMEs	Te vagy az apósom volt felesége?			Are you my father-in-law's ex-wife?		Are you my father-in-law's ex-wife?	
1687456219165	3647174;Positive 5;multi;target_only_gendered_pronoun;2 AGMEs	Az tanár két órán át várt az osztályába járó gyerek gyámjára, de ő nem jött el.	The teacher waited for two hours for the guardian of the child in her class, but she did not show up.	The teacher waited for two hours for the guardian of the child in his class, but he did not show up.	The teacher waited for two hours for the guardian of the child in their class, but they did not show up.	The teacher waited for two hours for the guardian of the child in her class, but he did not show up. | The teacher waited for two hours for the guardian of the child in her class, but they did not show up. | The teacher waited for two hours for the guardian of the child in his class, but she did not show up. | The teacher waited for two hours for the guardian of the child in his class, but they did not show up. | The teacher waited for two hours for the guardian of the child in their class, but she did not show up. | The teacher waited for two hours for the guardian of the child in their class, but he did not show up.	The teacher waited for two hours for the guardian of the child in their class, but they did not show up.	
1687456386279	3647195;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun	A szomszéd a gyermeke fölé hajolt és megpuszilta.	The neighbour bent over her child and kissed her.	The neighbour bent over his child and kissed him.	The neighbour bent over their child and kissed them.	The neighbour bent over her child and kissed him. | The neighbour bent over her child and kissed them. | The neighbour bent over his child and kissed her. | The neighbour bent over his child and kissed them. | The neighbour bent over their child and kissed her. | The neighbour bent over their child and kissed him.	The neighbour bent over their child and kissed them.	
1688825013728	3647431;target_only_gendered_noun+pronoun;target_only_gendered_pronoun;Positive 5;multi;2 AGMEs	A színész a rendező mellé ült és rágyújtott az egyik szivarára, ami zavarta a rendezőt ezért megkérte, hogy álljon arrébb.	The actress sat down next to the director and smoked one of her cigars, which disturbed the director, so she asked her to move.	The actor sat down next to the director and smoked one of his cigars, which disturbed the director, so he asked him to move.	The actor sat down next to the director and smoked one of their cigars, which disturbed the director, so they asked them to move.	The actress sat down next to the director and smoked one of her cigars, which disturbed the director, so he asked her to move.|The actor sat down next to the director and smoked one of his cigars, which disturbed the director, so she asked him to move.|The actor sat down next to the director and smoked one of his cigars, which disturbed the director, so they asked him to move.|The actor sat down next to the director and smoked one of her cigars, which disturbed the director, so they asked her to move.|The actress sat down next to the director and smoked one of their cigars, which disturbed the director, so he asked them to move.|The actress sat down next to the director and smoked one of their cigars, which disturbed the director, so she asked them to move.	The actor sat down next to the director and smoked one of their cigars, which disturbed the director, so they asked them to move.	
1688867360556	3648225;Mixed;name;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	Kentaro az egyik barátjával, annak barátnőjével, és az ő öccsével lakik Kiotóban.	Kentaro lives with a friend, her girlfriend and her younger brother in Kyoto.	Kentaro lives with a friend, his girlfriend and her younger brother in Kyoto.	Kentaro lives with a friend, their girlfriend and her younger brother in Kyoto.		Kentaro lives with a friend, their girlfriend and their younger brother in Kyoto.	
1687458827793	3648262;Positive 5;multi;target_only_gendered_pronoun;target_only_gendered_noun;2 AGMEs	Az igazgató szerint egy jó tanárnak türelmesnek kell lennie a diákjaival.	According to the headmistress, a good teacher has to be patient with her students.	According to the headmaster, a good teacher has to be patient with his students.	According to the principal, a good teacher has to be patient with their students.	According to the headmistress, a good teacher has to be patient with his students. | According to the headmistress, a good teacher has to be patient with their students. | According to the headmaster, a good teacher has to be patient with her students. | According to the headmaster, a good teacher has to be patient with their students. | According to the principal, a good teacher has to be patient with her students. | According to the principal, a good teacher has to be patient with his students.	According to the principal, a good teacher has to be patient with their students.	
1688825368238	3648271;Positive 5;2 AGMEs;multi;target_only_gendered_pronoun	Az ápoló őt tartja a legjobb orvosnak azok közül, akivel együtt dolgozik.	The nurse considers her to be the best doctor she works with.	The nurse considers him to be the best doctor he works with.	The nurse considers them to be the best doctor they work with.	The nurse considers him to be the best doctor she works with. | The nurse considers them to be the best doctor she works with. | The nurse considers her to be the best doctor he works with. | The nurse considers them to be the best doctor he works with. | The nurse considers her to be the best doctor they work with. | The nurse considers him to be the best doctor they work with.	The nurse considers them to be the best doctor they work with.	
1688867423079	3648285;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	A haverom nővére hazudott neki a munkájáról.	My buddy's sister lied to her about her job.	My buddy's sister lied to him about her job.	My buddy's sister lied to them about her job.		My buddy's sister lied to them about their job.	
1688867698528	3651405;Mixed;1 AGME;target_only_gendered_pronoun;multi;source+target_gendered_noun+pronoun	Ha ő ártatlan, akkor a felesége bűnös, de ő azt állítja, hogy nem tud semmiről.	If she is innocent, then her wife is guilty, but she claims to know nothing.	If he is innocent, then his wife is guilty, but she claims to know nothing.	If they are innocent, then their wife is guilty, but she claims to know nothing.		If they are innocent, then their wife is guilty, but they claim to know nothing.	
1688825979364	3652180;Mixed;target_only_gendered_noun+pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	A gyermekem mindig imádta meglátogatni a nagymamáját, mert mindig volt egy nagy doboz süteménye a konyhában.	My daughter always loved visiting her grandmother because she always had a big box of cookies in the kitchen.	My son always loved visiting his grandmother because she always had a big box of cookies in the kitchen.	My child always loved visiting their grandmother because she always had a big box of cookies in the kitchen.		My child always loved visiting their grandmother because they always had a big box of cookies in the kitchen.	
1688868785927	3652187;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	Megmondtam neki, hogy szeretném, ha többet nem találkozna a lányommal, és hogy ő sem szeretné látni.	I told her I wanted her to stop seeing my daughter, and that she did not want to see her either.	I told him I wanted him to stop seeing my daughter, and that she did not want to see him either.	I told them I wanted them to stop seeing my daughter, and that she did not want to see them either.		I told them I wanted them to stop seeing my daughter, and that they did not want to see them either.	
1688869019174	3652190;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	Megkértem, hogy legalább egy puszit adjon az anyjának, amikor hazaér.	I asked her to at least give her mother a kiss when she gets home.	I asked him to at least give his mother a kiss when she gets home.	I asked them to at least give their mother a kiss when she gets home.		I asked them to at least give their mother a kiss when they get home.	
1688869315852	3652199;Mixed;1 AGME;target_only_gendered_pronoun;multi;source+target_gendered_noun+pronoun	Megkérdeztem tőle, miért olyan nehéz kedvesnek lennie a kisöccsével és játszani egy kicsit vele.	I asked her why it was so hard to be nice to her little brother and play with him a little.	I asked him why it was so hard to be nice to his little brother and play with him a little.	I asked them why it was so hard to be nice to their little brother and play with him a little.		I asked them why it was so hard to be nice to their little brother and play with them a little.	
1688869368981	3656169;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	Meghívtuk az nagynénjét is Szöulba, de nem jött el.	We also invited her aunt to Seoul, but she didn't come.	We also invited his aunt to Seoul, but she didn't come.	We also invited their aunt to Seoul, but she didn't come.		We also invited their aunt to Seoul, but they didn't come.	
1687464642371	3656185;Positive 5;2 AGMEs;multi;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	Azt kérdeztem az unokámtól, hogy miért szereti őt.	I asked my granddaughter why she loved her.	I asked my grandson why he loved him.	I asked my grandchild why they loved them.	I asked my granddaughter why she loved him. | I asked my granddaughter why she loved them. | I asked my grandson why he loved her. | I asked my grandson why he loved them. | I asked my grandchild why they loved her. | I asked my grandchild why they loved him.	I asked my grandchild why they loved them.	
1688869532217	3656310;Mixed;1 AGME;target_only_gendered_pronoun;multi;source+target_gendered_noun+pronoun	A férje az Oda család tagja, politikus.	Her husband is a member of the Oda family, he is a politician.	His husband is a member of the Oda family, he is a politician.	Their husband is a member of the Oda family, he is a politician.		Their husband is a member of the Oda family, they are a politician.	
1688826180130	3656398;Positive 5;target_only_gendered_noun+pronoun;target_only_gendered_pronoun;multi;2 AGMEs	A lelkész megkérte a pultost, hogy vasárnap ő is vegyen részt az istentiszteleten, de ő nemet mondott neki.	The vicar asked the barmaid if she could attend the service on Sunday, but she said no to her.	The vicar asked the barman if he could attend the service on Sunday, but he said no to him.	The vicar asked the barkeeper if they could attend the service on Sunday, but they said no to them.	The vicar asked the barman if he could attend the service on Sunday, but he said no to her. | The vicar asked the barkeeper if they could attend the service on Sunday, but they said no to her. | The vicar asked the barmaid if she could attend the service on Sunday, but she said no to him. | The vicar asked the barkeeper if they could attend the service on Sunday, but they said no to him. | The vicar asked the barmaid if she could attend the service on Sunday, but she said no to them. | The vicar asked the barman if he could attend the service on Sunday, but he said no to them.	The vicar asked the barkeeper if they could attend the service on Sunday, but they said no to them.	
1687465890128	3656459;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs;target_only_gendered_noun	A rendőr valami fontosat próbált volna mondani a túlélőnek, de ő nem figyelt.	The policewoman was trying to say something important to the survivor, but she wasn't listening.	The policeman was trying to say something important to the survivor, but he wasn't listening.	The police officer was trying to say something important to the survivor, but they weren't listening.	The policewoman was trying to say something important to the survivor, but he wasn't listening. | The policewoman was trying to say something important to the survivor, but they weren't listening. | The policeman was trying to say something important to the survivor, but she wasn't listening. | The policeman was trying to say something important to the survivor, but they weren't listening. | The police officer was trying to say something important to the survivor, but she wasn't listening. | The police officer was trying to say something important to the survivor, but he wasn't listening.	The police officer was trying to say something important to the survivor, but they weren't listening.	
1688869654718	3656872;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	A főnököm megkért, hogy mutassam be a feleségemnek, mert már olyan sokat hallott róla.	My boss asked me to introduce her to my wife because she had heard so much about her.	My boss asked me to introduce him to my wife because he had heard so much about her.	My boss asked me to introduce them to my wife because they had heard so much about her.		My boss asked me to introduce them to my wife because they had heard so much about them.	
1687466495966	3656907;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	A menedzser közölte a sportolóval, hogy nem elégedett a teljesítményével.	The manager told the sportswoman that she was not satisfied with her performance.	The manager told the sportsman that he was not satisfied with his performance.	The manager told the athlete that they were not satisfied with their performance.	The manager told the sportsman that she was not satisfied with his performance. | The manager told the athlete that she was not satisfied with their performance. | The manager told the sportswoman that he was not satisfied with her performance. | The manager told the athlete that he was not satisfied with their performance. | The manager told the sportswoman that they were not satisfied with her performance. | The manager told the sportsman that they were not satisfied with his performance	The manager told the athlete that they were not satisfied with their performance.	
1687468462414	3657505;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	A vendég a pincér idegeire ment amiatt, ahogy beszélt vele.	The customer was getting on the waitress's nerves because of the way she was talking to her.	The customer was getting on the waiter's nerves because of the way he was talking to him.	The customer was getting on the server's nerves because of the way they were talking to them.	 The customer was getting on the waiter's nerves because of the way she was talking to him. | The customer was getting on the server's nerves because of the way she was talking to them. | The customer was getting on the waitress's nerves because of the way he was talking to her. | The customer was getting on the server's nerves because of the way he was talking to them. | The customer was getting on the waitress's nerves because of the way they were talking to her. | The customer was getting on the waiter's nerves because of the way they were talking to him.	The customer was getting on the server's nerves because of the way they were talking to them.	
1687468748111	3657506;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_noun	A légiutas-kísérőt idegesítette az, ahogy a pilóta beszélt vele.	The stewardess was annoyed by the way the airwoman spoke to her.	The steward was annoyed by the way the airman spoke to him.	The flight attendant was annoyed by the way the pilot spoke to them.	The stewardess was annoyed by the way the airman spoke to her. | The stewardess was annoyed by the way the pilot spoke to her. | The steward was annoyed by the way the airwoman spoke to him. | The steward was annoyed by the way the pilot spoke to him. | The flight attendant was annoyed by the way the airwoman spoke to them. | The flight attendant was annoyed by the way the airman spoke to them.	The flight attendant was annoyed by the way the pilot spoke to them.	
1687469329353	3660394;multi;target_only_gendered_pronoun;Positive 5;target_only_gendered_noun;2 AGMEs	A testvére nyilvánvalóan irigyelte az örökös vagyonát.	Her sister was obviously envious of her inherited wealth.	His brother was obviously envious of his inherited wealth.	Their sibling was obviously envious of their inherited wealth.	Her brother was obviously envious of her inherited wealth. | Her sibling was obviously envious of her inherited wealth. | His sister was obviously envious of his inherited wealth. | His sibling was obviously envious of his inherited wealth. | Their sister was obviously envious of their inherited wealth. | Their brother was obviously envious of their inherited wealth.	Their sibling was obviously envious of their inherited wealth.	
1687469781609	3660418;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun+pronoun	A cserkész megveregette barátja vállát, és kezet rázott vele.	The girl scout patted her friend on the shoulder and shook her hand.	The boy scout patted his friend on the shoulder and shook his hand.	The scout patted their friend on the shoulder and shook their hand.	The girl scout patted her friend on the shoulder and shook his hand. | The girl scout patted her friend on the shoulder and shook their hand. | The boy scout patted his friend on the shoulder and shook her hand. | The boy scout patted his friend on the shoulder and shook their hand. | The scout patted their friend on the shoulder and shook her hand. | The scout patted their friend on the shoulder and shook his hand.	The scout patted their friend on the shoulder and shook their hand.	
1688826673041	3662712;target_only_gendered_noun+pronoun;non-AGME-name;1 AGME;Positive 4	A főbérlő azt mondta, ő Tom testvére.	The landlady said she was Tom's sister.	The landlord said he was Tom's brother.	The tenant said they were Tom's sibling.		The tenant said they were Tom's sibling.	
1688827041499	3666129;target_only_gendered_noun+pronoun;Positive 4;1 AGME	A szomszédom sosincs itthon, mert egy tengerparti étteremben dolgozik pincérként.	My neighbour is never home because she works as a waitress in a seaside restaurant.	My neighbour is never home because he works as a waiter in a seaside restaurant.	My neighbour is never home because they work as a server in a seaside restaurant.		My neighbour is never home because they work as a server in a seaside restaurant.	
1688827470916	3668834;multi;Positive 5;target_only_gendered_noun+pronoun;2 AGMEs;target_only_gendered_pronoun	Amikor az igazgató kezet rázott a polgármesterrel, a szemébe is nézett.	When the headmistress shook hands with the mayor, she looked her in the eye.	When the headmaster shook hands with the mayor, he looked him in the eye.	When the headteacher shook hands with the mayor, they looked them in the eye.	When the headmistress shook hands with the mayor, she looked him in the eye. | When the headmistress shook hands with the mayor, she looked them in the eye. | When the headmaster shook hands with the mayor, he looked her in the eye. | When the headmaster shook hands with the mayor, he looked them in the eye. | When the headteacher shook hands with the mayor, they looked her in the eye. | When the headteacher shook hands with the mayor, they looked him in the eye.	When the headteacher shook hands with the mayor, they looked them in the eye.	
1688827535907	3678532;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	A polgármester igazságtalanul vádolta meg a postást azzal, hogy pénzt lopott, mert ő soha nem tenne ilyet.	She wrongly accused the postwoman of stealing money, because she would never do such a thing.	He wrongly accused the postman of stealing money, because he would never do such a thing.	They wrongly accused the letter-carrier of stealing money, because they would never do such a thing.	She wrongly accused the postman of stealing money, because he would never do such a thing. | She wrongly accused the letter-carrier of stealing money, because they would never do such a thing. | He wrongly accused the postwoman of stealing money, because she would never do such a thing. | He wrongly accused the letter-carrier of stealing money, because they would never do such a thing. | They wrongly accused the postwoman of stealing money, because she would never do such a thing. | They wrongly accused the postman of stealing money, because he would never do such a thing.	They wrongly accused the letter-carrier of stealing money, because they would never do such a thing.	
1688827656081	3678618;name;Mixed;multi;1 AGME;source+target_gendered_noun;target_only_gendered_pronoun	Megkérdeztem Pétert, mikor volt utoljára barátnője.	I asked Peter when was the last time she had a girlfriend.	I asked Peter when was the last time he had a girlfriend.	I asked Peter when was the last time they had a girlfriend.		I asked Peter when was the last time they had a girlfriend.	
1687473047992	3678625;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	Az unokám bemutatta nekem a szobatársát és ő nagyon illedelmes volt.	My granddaughter introduced me to her roommate and she was very polite.	My grandson introduced me to his roommate and he was very polite.	My grandchild introduced me to their roommate and they were very polite.	My granddaughter introduced me to her roommate and he was very polite. | My granddaughter introduced me to her roommate and they were very polite. | My grandson introduced me to his roommate and she was very polite. | My grandson introduced me to his roommate and they were very polite. | My grandchild introduced me to their roommate and she was very polite. | My grandchild introduced me to their roommate and he was very polite.	My grandchild introduced me to their roommate and they were very polite.	
1688870153710	3678636;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Ki fogja gondozni a beteg nagyapját, ha már nem tudja magát ellátni?	Who will look after her sick grandfather if he can no longer care for himself?	Who will look after his sick grandfather if he can no longer care for himself?	Who will look after their sick grandfather if he can no longer care for himself?		Who will look after their sick grandfather if they can no longer care for themselves?	
1688870273605	3680111;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	A barátnője kísérte el, és meg is várta őt.	She was accompanied by her girlfriend, and she waited for her.	He was accompanied by his girlfriend, and she waited for him.	They were accompanied by their girlfriend, and she waited for them.		They were accompanied by their girlfriend, and they waited for them.	
1688828231724	3686795;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun	A tejes jó reggelt kívánt az első vevőnek és kezet rázott vele.	The milkmaid said good morning to the first customer and shook her hand.	The milkman said good morning to the first customer and shook his hand.		The milkmaid said good morning to the first customer and shook his hand. | The milkmaid said good morning to the first customer and shook their hand. | The milkman said good morning to the first customer and shook her hand. | The milkman said good morning to the first customer and shook their hand.		
1688828321153	3686800;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun	Könyörgött neki, hogy adjon neki még egy esélyt.	She begged her to give her another chance.	He begged him to give him another chance.	They begged them to give them another chance.	She begged him to give her another chance. | She begged them to give her another chance. | He begged her to give him another chance. | He begged them to give him another chance. | They begged her to give them another chance. | They begged him to give them another chance.	They begged them to give them another chance.	
1688828364282	3686807;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun	Kell a főbérlőnek rá várnia?	Should the landlady wait for her?	Should the landlord wait for him?		Should the landlady wait for him? | Should the landlady wait for them? | Should the landlord wait for her? | Should the landlord wait for them?		
1688870398601	3686811;Mixed;target_only_gendered_pronoun;multi;1 AGME;source+target_gendered_noun+pronoun	A nővéréből orvos lett, bár eredetileg tanárnő akart lenni.	Her sister became a doctor, although she originally wanted to become a teacher.	His sister became a doctor, although she originally wanted to become a teacher.	Their sister became a doctor, although she originally wanted to become a teacher.		Their sister became a doctor, although they originally wanted to become a teacher.	
1688828449796	3687455;Positive 5;multi;2 AGMEs;target_only_gendered_noun;target_only_gendered_pronoun	Sírni kezdett az özvegy miatt.	She started crying for the widow.	He started crying for the widower.		She started crying for the widower. | He started crying for the widow.		
1687474248776	3687610;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun	A tűzoltó őt hibáztatta a tűzeset miatt.	The firewoman blamed her for the fire.	The fireman blamed him for the fire.	The firefighter blamed them for the fire.	The firewoman blamed him for the fire. | The firewoman blamed them for the fire. | The fireman blamed her for the fire. | The fireman blamed them for the fire. | The firefighter blamed her for the fire. | The firefighter blamed him for the fire.	The firefighter blamed them for the fire.	
1688828574800	3688665;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun;name	Norbert a főnököm párja, és úgy látom, nagyon szereti őt.	Norbert is my boss's wife and I can see that she loves her very much.	Norbert is my boss's husband and I can see that he loves him very much.	Norbert is my boss's partner and I can see that they love them very much.	Norbert is my boss's husband and I can see that she loves him very much. | Norbert is my boss's partner and I can see that she loves them very much. | Norbert is my boss's wife and I can see that he loves her very much. | Norbert is my boss's partner and I can see that he loves them very much. | Norbert is my boss's partner and I can see that they love her very much. | Norbert is my boss's partner and I can see that they love him very much.	Norbert is my boss's partner and I can see that they love them very much.	
1688870511214	3693769;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Köszönt az asszonynak, és ő is üdvözölte.	She said hello to the woman and she greeted her.	He said hello to the woman and she greeted him.	They said hello to the woman and she greeted them.		They said hello to the woman and they greeted them.	
1688828735893	3697249;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	Azt tette, amiről az elnök azt mondta, hogy helyes, de sajnos tévedett.	She did what the chairwoman said was right, but unfortunately she was wrong.	He did what the chairman said was right, but unfortunately he was wrong.	They did what the chair said was right, but unfortunately they were wrong.	She did what the chairman said was right, but unfortunately he was wrong. | She did what the chair said was right, but unfortunately they were wrong. | He did what the chairwoman said was right, but unfortunately she was wrong. | He did what the chair said was right, but unfortunately they were wrong. | They did what the chairwoman said was right, but unfortunately she was wrong. | They did what the chairman said was right, but unfortunately he was wrong.	They did what the chair said was right, but unfortunately they were wrong.	
1688870562651	3697275;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Könyörgött a feleségének, hogy ne hagyja el őt, de ő csak kinevette.	She begged her wife not to leave her, but she just laughed at her.	He begged his wife not to leave him, but she just laughed at him.	They begged their wife not to leave them, but she just laughed at them.		They begged their wife not to leave them, but they just laughed at them.	
1687481075871	3698133;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun	Az a véleményem, hogy bocsánatot kellene kérnie a pártfogójától.	In my opinion, she should apologise to her patroness.	In my opinion, he should apologise to his patron.	In my opinion, they should apologise to their supporter.	In my opinion, she should apologise to her patron. In my opinion, she should apologise to her supporter. | In my opinion, he should apologise to his patroness. | In my opinion, he should apologise to his supporter. | In my opinion, they should apologise to their patroness. | In my opinion, they should apologise to their patron.	In my opinion, they should apologise to their supporter.	
1688829178713	3699440;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun+pronoun	Bármit is kért a jóakarójától, az megtette.	Whatever she asked her benefactress to do, she did it.	Whatever he asked his benefactor to do, he did it.		Whatever she asked her benefactor to do, he did it. | Whatever he asked his benefactress to do, she did it.		
1688829307751	3700975;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun+pronoun	A vadász hazudott neki, ezért dühös rá.	The huntress lied to her, so she is angry with her.	The huntsman lied to him, so he is angry with him.	The hunter lied to them, so they are angry with them.	The huntsman lied to her, so she is angry with him. | The hunter lied to her so she is angry with them. | The huntress lied to him, so he is angry with her. | The hunter lied to him, so he is angry with them. | The huntress lied to them, so they are angry with her. | The hunter lied to them so they are angry with him.	The hunter lied to them, so they are angry with them.	
1688829411802	3703627;Positive 5;multi;2 AGMEs;target_only_gendered_pronoun	Megkérdezte tőle, hogy hová ment.	She asked her where she had gone.	He asked him where he had gone.	They asked them where they had gone.	She asked him where he had gone. | She asked them where they had gone. | He asked her where she had gone. | He asked them where they had gone. | They asked her where she had gone. | They asked him where he had gone. | 	They asked them where they had gone.	
1687481360282	3706506;multi;Positive 5;target_only_gendered_pronoun;target_only_gendered_noun;2 AGMEs	Bármikor el tudja érni a szerelőt telefonon.	She can reach the handywoman by phone at any time.	He can reach the handyman by phone at any time.	They can reach the mechanic by phone at any time.	She can reach the handyman by phone at any time. | She can reach the mechanic by phone at any time. | He can reach the handywoman by phone at any time. | He can reach the mechanic by phone at any time. | They can reach the handywoman by phone at any time. | They can reach the handyman by phone at any time.	They can reach the mechanic by phone at any time.	
1688870762398	3739069;Mixed;multi;1 AGME;target_only_gendered_noun+pronoun;source+target_gendered_noun+pronoun	Az igaz, hogy a tanácsos egy japán lánnyal randizik, és vele utazott el nyaralni?	Is it true that the councilwoman is dating a Japanese girl, and that she went on holiday with her?	Is it true that the councilman is dating a Japanese girl, and that he went on holiday with her?	Is it true that the councillor is dating a Japanese girl, and that they went on holiday with her?		Is it true that the councillor is dating a Japanese girl, and that they went on holiday with them?	
1687477642118	3739344;Positive 5;target_only_gendered_noun+pronoun;target_only_gendered_noun;multi;2 AGMEs	Az elnök megkérdezte a rendőrt, hogy van-e valami javaslata.	The chairwoman asked the policewoman if she had any suggestions.	The chairman asked the policeman if he had any suggestions.	The chair asked the police officer if they had any suggestions.	The chairwoman asked the policeman if he had any suggestions. | The chairwoman asked the police officer if they had any suggestions. | The chairman asked the policewoman if she had any suggestions. | The chairman asked the police officer if they had any suggestions. | The chair asked the policewoman if she had any suggestions. | The chair asked the policeman if he had any suggestions.	The chair asked the police officer if they had any suggestions.	
1688870943137	3741251;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Egy nagyon fiatal nőt vett el, aztán el is vált tőle.	She married a very young woman, and then she divorced her.	He married a very young woman, and then he divorced her.	They married a very young woman, and then they divorced her.		They married a very young woman, and then they divorced them.	
1687477888875	3741636;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Amikor meglátta a nővére fényképét, rájött, mennyire szereti őt.	When she saw her sister's photo, she realised how much she loved her.	When he saw his sister's photo, he realised how much he loved her.	When they saw their sister's photo, they realised how much they loved her.		When they saw their sister's photo, they realised how much they loved them.	
1688830822231	3742766;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_noun	A színészt mindig felbosszantja, ha a kaszkadőr a testsúlyáról beszél.	The actress is always annoyed when the stuntwoman talks about her weight.	The actor is always annoyed when the stuntman talks about his weight.		The actress is always annoyed when the stuntman talks about his weight. | The actor is always annoyed when the stuntwoman talks about her weight.		
1687505575906	3753909;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_noun	A baleset után a testvérem megtanult élni a hitvese nélkül.	After the accident, my sister learned to live without her wife.	After the accident, my brother learned to live without his husband.	After the accident, my sibling learned to live without their spouse.	After the accident, my sister learned to live without her husband. | After the accident, my sister learned to live without her spouse. | After the accident, my brother learned to live without his wife. | After the accident, my brother learned to live without his spouse. After the accident, my sibling learned to live without their wife. | After the accident, my sibling learned to live without their husband.	After the accident, my sibling learned to live without their spouse.	
1688830933202	3754075;Positive 5;multi;2 AGMEs;target_only_gendered_noun;target_only_gendered_pronoun	A színész ajándékot adott a rendezőnek a születésnapjára.	The actress gave the director a present for her birthday.	The actor gave the director a present for his birthday.		The actress gave the director a present for his birthday. | The actor gave the director a present for her birthday.		
1688830978279	3756398;multi;target_only_gendered_noun;Positive 5;target_only_gendered_noun+pronoun;2 AGMEs	Az testvérem tévét néz, mert a kedvenc színésze szerepel a filmben.	My sister is watching TV because her favourite actress is in the film.	My brother is watching TV because his favourite actor is in the film.	My sibling is watching TV because their favourite actor is in the film.	My sister is watching TV because her favourite actor is in the film. | My brother is watching TV because his favourite actress is in the film.|My sibling is watching TV because their favourite actress is in the film.|My sibling is watching TV because their favourite actor is in the film.	My sibling is watching TV because their favourite actor is in the film.	
1688831158392	3761372;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	A tanácsos tudja, hogy ő bármikor készen áll lemondatni őt.	The councilwoman knows that she is ready to dismiss her at any time.	The councilman knows that he is ready to dismiss him at any time.	The councillor knows that they are ready to dismiss them at any time.	The councilwoman knows that she is ready to dismiss him at any time. | The councilwoman knows that she is ready to dismiss them at any time. | The councilman knows that he is ready to dismiss her at any time. | The councilman knows that he is ready to dismiss them at any time. | The councillor knows that they are ready to dismiss her at any time. | The councillor knows that they are ready to dismiss him at any time.	The councillor knows that they are ready to dismiss them at any time.	
1688831301151	3766860;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_pronoun	A pultos majdnem befejezte a munkáját, amikor megjött.	The barwoman had almost finished her work when she arrived.	The barman had almost finished his work when he arrived.	The bartender had almost finished their work when they arrived.	The barwoman had almost finished her work when he arrived. | The barwoman had almost finished her work when they arrived. | The barman had almost finished his work when she arrived. | The barman had almost finished his work when they arrived. | The bartender had almost finished their work when she arrived. | The bartender had almost finished their work when he arrived.	The bartender had almost finished their work when they arrived.	
